ID,Yas,Cinsiyet,Egitim,Medeni_Durum,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,KA1,KA2,KA3,KA4,KA5,KA6,KA7,KA8,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8
372,34.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0
373,30.0,1.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
374,20.0,2.0,2.0,,4.0,4.0,5.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
375,27.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0
376,36.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,5.0,2.0
377,32.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0
378,27.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0
379,30.0,2.0,2.0,1.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0
380,34.0,2.0,5.0,,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,
381,31.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0
382,18.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
383,37.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0
384,23.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0
385,39.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0
386,36.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,2.0,3.0,4.0,2.0,3.0
387,20.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
388,31.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,3.0,3.0
389,39.0,1.0,2.0,1.0,3.0,4.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0
390,34.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0
391,37.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
392,28.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
393,21.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,3.0,2.0,3.0,4.0,,2.0,3.0,3.0,2.0
394,45.0,1.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0
395,35.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0
396,21.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
397,19.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0,,3.0,5.0,,2.0,3.0,3.0,3.0
398,40.0,2.0,5.0,1.0,4.0,3.0,4.0,,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0
399,27.0,1.0,,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,,2.0,3.0,2.0,3.0,4.0,3.0,2.0
400,23.0,2.0,4.0,1.0,,4.0,4.0,4.0,1.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,,3.0,3.0,2.0,3.0,2.0
401,30.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,,5.0,2.0,4.0,4.0,2.0,4.0,2.0
402,31.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0
403,18.0,3.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
404,18.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,,,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0
405,18.0,2.0,3.0,,3.0,3.0,4.0,,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
406,26.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0
407,34.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0
408,45.0,1.0,5.0,,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,,5.0,2.0,2.0
409,26.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,2.0,3.0,,,4.0,3.0,2.0,2.0
410,18.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
411,21.0,2.0,4.0,2.0,4.0,3.0,,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0
412,29.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0
413,26.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
414,47.0,1.0,3.0,,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,,3.0,3.0,4.0,3.0,4.0
415,32.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0
416,19.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0
417,36.0,2.0,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0
418,18.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0
419,36.0,1.0,,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
420,31.0,1.0,,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,
421,33.0,1.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,2.0
422,18.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0
423,31.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0
424,32.0,1.0,1.0,1.0,2.0,3.0,,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0
425,32.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,3.0,3.0,2.0,2.0
426,23.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,,4.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0
427,32.0,2.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0
428,33.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0
429,18.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,,5.0,2.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0
430,20.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,2.0,2.0,4.0,2.0,4.0,,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0
431,26.0,1.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0
432,32.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
433,26.0,1.0,2.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0
434,34.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,
435,28.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0
436,33.0,1.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0
437,18.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0
438,29.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,2.0,3.0,2.0,,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0
439,42.0,2.0,2.0,1.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,5.0,4.0,4.0,3.0,3.0,2.0,3.0
440,20.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0
441,28.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0
442,30.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,,2.0,3.0,4.0
443,25.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,,4.0,3.0,3.0,4.0,4.0,3.0
444,19.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0
445,46.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0
446,30.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0
447,29.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
448,38.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,,3.0,,2.0,3.0,3.0,3.0,3.0,2.0
449,29.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0
450,20.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,,4.0,2.0,2.0,4.0,3.0,3.0
451,18.0,1.0,5.0,1.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,,3.0
452,40.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
453,32.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
454,19.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,,3.0
455,29.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
456,18.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,2.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,,4.0,3.0,3.0
457,31.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,2.0,4.0,5.0,3.0,4.0,
458,40.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0
459,26.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,2.0,2.0,2.0,,4.0,2.0,3.0,3.0,4.0,3.0,2.0
460,32.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0
461,32.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,,4.0
462,19.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,,3.0,,3.0
463,33.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
464,37.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0
465,35.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,,3.0,3.0,3.0
466,24.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0
467,35.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0
468,27.0,1.0,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0
469,32.0,1.0,3.0,1.0,3.0,4.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
470,39.0,1.0,,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,
471,26.0,1.0,2.0,,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0
472,18.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0
473,21.0,2.0,1.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0
474,36.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0
475,18.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0
476,22.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
477,21.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0
478,18.0,1.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
479,35.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
480,27.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
481,31.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0
482,23.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,
483,29.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0
484,,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,,3.0
485,18.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0
486,18.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,
487,34.0,2.0,,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,,2.0,3.0,3.0,4.0,
488,24.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,,3.0
489,29.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
490,21.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0
491,32.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
492,40.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0
493,19.0,2.0,4.0,1.0,4.0,4.0,,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
494,33.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
495,35.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,2.0,2.0,4.0,,1.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0
496,39.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
